content,score
"aplikasi dana mulai tidak sportif,, akun saya di beku kan setelah uang transferan masuk.. padahal saya lagi sangat membutuhkan dana tersebut.. dana sangat mengecewakan.. akibat ikut arahan kalian saldo saya hilang.. stlah sya cek, ternyata no pengguna yg menerima adalah PT kalian.. kejam kalian,, kalian tau kalo uang itu uang hak anak yatim yg di titip kan ke akun dana saya.. kepada rekan rekan sekalian aplikasi ini telah banyak menipu,, saya baru saja mengalami, saldo pindah ke akun PT dana",1
"makin hari a wallet dana ini makin payah,selalu bermasalah soal pengiriman ke bank lain,masak harus menunggu 24 jam baru uang sampai,itupun klo sampai lucux lagi pengiriman tdk bisa dibatalkan,makin hari bukanx makin bagus malah makin payah,ini kali kedua saya kecewa .",1
tolong klo misal transaksi pulsa atau listrik gagal dibalikin uangnya. ini pulsa sama listriknya gak masuk transaksi gagal tapi uang nya tetep kesedot. bagi sebagian orang uangnya mungkin kecil tapi bagi anak kos yang harus serba hemat itu berarti banget. mau buat laporan di diana nya loading mulu padahal wifi lancar. udah ditungguin sampe sejam lebih.,4
"mengapa aplikasi Dana saya tidak dapat menerima uang dari Aplikasi Ewallet lain nya? saya sdh menunggu, lebih 6 jam,.. riwayat transaksi dari Ewallet lain nya selalu Proses, mohon bantuan nya 🙏",5
"Kode QR gak bisa discan, jadi tidak bisa dipakai menerima uang dengan cara scan QR. saya coba bertanya pada Customer servis... lah AI yang jawab dan sangat gak nyambung, gak ada solusi, payah banget lah pokoknya",1
haduh aplikasi ini sungguh aneh yaaaa... gw mau top up game malah katanya DANA MENOLAK PEMBAYARAN KARENA JUMLAH MELEBIHI BATAS TRANSAKSI. haduh 😮‍💨😮‍💨 pas gw top up ke game lain malah bisa pas ke game yg lain gak bisa apa apa ini developer tolong di perbaiki biar Yaman penggunaan lainnya bukan gw sendiri yg mengalaminya 🙏🙏🙏 kalau gak diperbaiki hal semacam ini mungkin banyak orang GK mau pake ni apk,2
"terkendala untuk login di akun dana ini min, tidak muncul fitur otp untuk verifikasi Oke terimakasih sebelumnya min atas fast responnya🙏 Sekarang saya coba dulu ya min, sesuai instruksi, kalau masih sama, saya screenshot kan saja kendalanya ya min, TRIms🙏",5
"aplikasi tidak memuaskan, duit selalu secara otomatis isi data kuota meski cuma 10rb, gua sering mengalami hal ituu, gajelas banget, balikin duitt gua, udh brp tu gua itung itung, gua saranin jangan pake aplikasi inii, kaga jelasss!!!",1
"Sejak dulu saya menggunakan Dana, tidak dapat langsung memindai QR di dalam aplikasi, sehingga harus secara manual memakai aplikasi kamera bawaan lalu memilih QR code dari galeri. Padahal di aplikasi Gojek dan Shopeepay QR dapat terdeteksi dengan cepat. Di sini pun, meskipun kode QRnya jelas, tetap tidak terdeteksi.",1
"kenapa sekarang sering error aplikasi dana, sudah berkali² saya tidak bisa transaksi transfer ke bank lain dan transaksi pembayaran lainya kecuali top up ke sesama aplikasi dana, dan saya tidak bisa membuka riwayat aktivitas di aplikasi.",3
"stop, jangan pake aplikasi ini, merugikan kek yg saya alamin, tiba tiba akun terduplikat bisa 2 nomor dengan 1 NIK, akibatnya saldo hilang, sudah ke pusat bantuan lewat apk dana, email, medsos nya pun gaada yg bisa ngasih saya penjelasan atas kerugian ini. mengecewakkan sekali ! 👎",1
gimana caranya ...kok aplikasi dana saya tidak bisa tersambung ke jaringan internet..sudah reset semua pengaturan dan saran dari semua...tetap gak bisa...dan anehnya pakai hotspot hp teman kok malah bisa.. sudah nanya ke pusat bantuan dana tapi gak ada tanggapan... gimana mau bertransaksi .,3
"Kenapa fitur keamanan nya lemah sampai2 masih bisa di bajak org lain, baru2 ini saldo saya habis dan ada transaksi yang tak di kenal, padahal nya semua keamanan sudah di pasang tapi kok masih bisa di bajak org yang tak di kenal, tingkat kan keamanan nya lah wahai admin",5
"sengaja saya kasih bintang 5 supaya kalian bisa melihat komentar saya, event bulan ini adalah event penipuan,kalian akan di suruh upgrage ke event premiun dengan harga Rp3000,dan setelah upgrade kalian tidak akan mendapatkan hadiah sama sekali..",5
"sering dapet pembayaran tidak di kenal lalu tidak ada tindakan sama sekali padahal sudah melapor berkali kali,uang saya yang hilang 82rb masih ga ada tindakan,kecewa berat mending pake apk sebelah",1
"saya benar-benar kecewa terhadap PT Dana,karena begitu gampangnya pihak ketiga bisa masuk ke akun kita walaupun mereka tidak mengetahui password atau sandi akun kita, karena dengan hanya menekan lupa sandi saja pihak ketiga langsung bisa menggantikan password atau sandi kita tampa ada persetujuan/ verifikasi wajah atu itu melalui notifikasi SMS dan WhatsApp, hanya menekan lupa sandi saja pihak ketiga langsung bisa menggantinya dengan mudah, karena ini benar-benar terjadi ke akun saya hari in",3
"Aplikasi sampah, saldo saya Hilang 90 ribu, proses pending, saya minta pengembalian dana di tolak, tapi saldo di potong, jangan pernah menggunakan aplikasi dana taik. Karena aplikasi tidak akan bertanggung jawab terhadap setiap transaksi. Itu jelas Penipuan. menyesal sekali pakai dana",1
gimana sih dana ini. gak aman bangget. dana saya hilang. tiba tiba ada notifikasi masuk metode mebayran berhasil padahal saya sedng tidak melakukan transaksi apa pun. dan tiba tiba saldo nya kesedot. jujur saya kecewa padahal saldo itu untuk membayran barayan saya untuk tes,2
"sudah 10 tahun saya pakai apl dana ,,sekarang di haruskan update karna peraturan bank di klik update tapi tidak muncul apa2 sudah lama mau di update tapi selalu begitu dan apl dana makin hari makin lelet ,, pembelian token juga tidak bisa diklik transaksinya waduh sekarang payah terpaksa uinstall",1
pemindahan akunnya susah banget suami salah transfer uang ke akun dana aku yg lama yg nomor nya sudah tidak aktif lagi mau menarik uang tersebut ga bisa karna ga premium sedangkan saya punya akun baru yg udh premium pemindahan akunnya lama sekali tunggu 90 hari sedangkan uang tersebut sangat saya butuhkan sekarang ini,1
"aplikasi tidak aman yaitu dana,saldo hilang tanpa minta pin, pemberitahuan di google uang keluar untuk mobile legend,,,padahal tidak punya aplikasi game mobile legend...duit hilang begitu saja ...!!! emang aplikasi MALING",1
"saya kasi bintang 3, soalnya kadang toko games nggak bisa di buka loading nya lama terus pas mau top up di game transaksi gagal pembelian di tolak, mungkin ini sja yg saya alami mohon developer nya di perbaiki lagi 🙏",3
"aplikasi nya udah bagus tapi fitur dana cicil nya nga jelas kadang bisa di pake kadang nga bisa padahal udah di lunasin utang sebelumnya,semoga di benerin lagi fitur dana cicil nya.",3
"awalnya bagus..makin kesini makin g jelas.. setelah upgrade malah g beres..chat costumer care g ada solusi..fitur Me/saya "" tiba tiba hilang ntah kemana, di laporkan hingga hari ini tdk ada perbaikan sama sekali... kayaknya pindah ke dompet digital yg lain jk 2 hari g ada kejelasan,tadi nya bintang 5 skrg kukasih bintang satu krn pelayanan nya g profesional..",1
"bintangnya saya kurangin,kalau mau login susah banget,knp harus pakai email kirim kode OTP nya,sedangkan email saya sudah tidak aktif,bagaimana mau menggunakan aplikasi dana nya,knp gak kirim OTP nya lewat Sms aja atau watssap,kalau sudah berubah pengeriman kode otp nya saya tambahin lg bintang nya,tolong direspon",1
sangat buruk aplikasi ini limit dana cicil masih banyak cicilan tunggakan tidak ada tetapi limit yang ada tidak bisa di gunakan bahkan ngisi pulsa sendiri pun tidak bisa sangat tidak membantu,1
"tolong hilangkan fitur minta otp, saya kesusahan untuk masuk ke akun dana saya dikarenakan nomor akun saya sudah tidak aktif, tidak seperti biasa akun saya bisa langsung masuk ke dana tanpa memerlukan verifikasi otp.",1
"kalo belum siap Dengan transaksi metode KODE TUNAI mending di hapuskan metode itu ,karena saldo yg sudah di buat kode tunai nya saat si penerima membuat akun saldo langsung otomatis ter claim ke nomor tujuan dan di cek di nomor tujuan saldo gak masuk sama sekali sudah di lapor lewat aplikasi gada tindak lanjut sekarang masih lapor lewat nomor hp",1
"dulu selalu gratis buat transfer² kemana aj,trs akhirnya kena cas 1000 dan ga lama lagi naek lagi jadi 2.500 lebih baik pindah k aplikasi Laen kalo sama aja. khusus top up dari bank k dana,skrg kena biaya sblmnya kena seribu.",4
Kenapa mau tarik dana+ ke dana biasa tidak bisa ya. Keterangan katanya sistem sedang sibuk. Cobalah beberapa saat lagi. Tapi udah beberapa hari keterangannya sama seperti itu.,3
"Mau tanya dong? Ada yang sama ga? transaksi dari akun dana lain berhasil, tapi di akun dana kita dicek berkali kali malah gak ada? ada yang pernah begini kah? soalnya semalam kakak saya transfer kemudian saya cek saldo tetap 0 rupiah, bolak balik restart hp ga ngaruh masih 0 juga.. Tolong dong ada yang tau?",1
"aplikasi buruk, aplikasi suka maling dana, beberapa kali transaksi selalu saja buruk, transaksi berhasil tapi saldo tidak masuk, ko bisa ya..kemana dana nya tu..masa transaksi ket berhasil tapi saldo tidak masuk..aneh..saran saya buat teman2 di unistal ajah aplikasi ini karna suka sangat buruk... bbrpa kali saya topup atau transfer pake dana selalu ajah ga masuk tapi saldo berkurang dan transaksi sukses... itu uang masuk ke mana ya...dasar aplikasi maling dana orang",1
"benerin bug nya, masa tiap gue mau daftar akun ga bisa mulu gara-gara katanya sinyal ga stabil, sampe gue install dua kali, daftar berkali-kali masih ga bisa juga, ngasih bintang satu juga ogah",1
"kenapa dana saya aktivitas pemberitahuan pengiriman nya tidak bisa di buka ya, soalnya saya tarik tunai melalui QR saldo dana saya berkurang tapi tidak ad masuk pemberitahuan pengiriman sukses nya dan aktivitas nya tidak bisa di buka",2
"aplikasi nya bagus bisa membayar dri jarak jauh, cuman ada beberapa bug yang ku alamain salah satunya nomer dana yang sudah aktif tpi pas di isi saldo malah nomer tidak terdaftar",3
dana sorry gua kasi bintang 1 karna gua butuh banget apk dana ini gua akuin bagus banget ni apk tapi pas gua instal gua buka apk nya muncul masukin nomer pas gua masukin nomer malah muncul masukan pin dan pas gua masukan katanya pin salah padahal gua gapernah instal dana sebelum nya ini gua mau daftar malah langsung diakun ke login jelas' belum punya akun gua smpe instal berkali' pun sama dan gua kunjungin web nya tetep aja gitu hadeh bikin pusing aja ada keluhan lagi nya juga si tapi yaudah la,1
"Saya Ingin Menanyakan Mengapa Akun Dana Cicil Saya Tidak Bisa Digunakan/Tidak Tersedia. Saya Merasa Tidak Ada Kesalahan Yang Saya Perbuat, Sebelumnya Saya Sudah Menggunakan Fitur Dana Cicil Ini, Namun Sekarang Sudah Tidak Bisa Lagi. Padahal Saya Tidak Pernah Telat Untuk Membayar Tagihan, Dan Saya Menggunakan Fitur Ini Dengan Bijak, Mohon Bantuannya Agar Dana Cicil Saya Bisa Digunakan Lagi, Karena Fitur Ini Sangat Membatu Saya. Terimakasih.",4
makin buruk aja. transaksi pembelian token listrik saya dipending sampai hari esoknya. pun belum kelar. bukannya langsung diselesaikan masalahnya malah suruh nunggu 2 hari lagi. gila aja kwh udah bunyi juga masih nunggu 2 hari. makin gx beres ini apk.,1
"saya tidak puas karna apk sering eror saat top up game padahal sudag top up dana tapi tidak bisa di oakai alhasil event gane yg ingin di top up kan hilang,saya sangat tidak puas karna dari duku tidak di fix bug ini",2
dana makin kesini bukan nya lebih baik malah makin parah masa buka aja beberapa kali ga bisa terus signal bagus udah di hapus instal ulang masih tetap gimana ni sangat di sayangkan mungkin jika udah tidak ada uang masuk aku buang aja ni apk dana,1
"aku udah beberapa kali melakukan konfirmasi identitas untuk akunku karena di protek, tapi yang aku dapatkan malah tanggapan kalau aku melakukan spam, gimna gk mau melakukan spam, tanggapan dari kalian benar-benar lama, dan setelah di spam begitu pun kalian masih mengganggap kalau itu bukan akun ku? lalu apa lagi yang harus aku lakukan PIHAK DANA untuk bisa di ketahui kalau itu akunku!?!",1
"makin kesini makin lemot. banyak gangguan nya, saldo sering ilang sendiri ga ada keterangan apa apa.. memang yg ilang tidak seberapa besar hanya 4000 atau 5000 klo sering jadi besar juga tiap per2hari pasti hilang segitu...",2
qr code dari pembeli sukses dan terpotong saldo. tapi penjual tidak ada transaksi masuk. hilang saldo nggak ada penyelesaian dr kedua belah pihak. suruh lapor ke penjual... lapornya gimana orang gaada transaksi masuk.. dan cs cuma bot semua keduabelah pihak,1
saya mengalami kendala saat menyambungkan one klik bca ke dana tidak dapat tersambung padahal saya sedang membutuhkan fitur tersebut lalu saya berinisiatif mengirim email ke email yang ada di aplikasi dana saya berharap tim dana segera merespon tapi satelah saya tungu 24 jam belum ada balasan sama sekali dari email saya saya harap tim dana membaca sedikit keluhan saya terimakasih,2
"dana semakin lama semakin curang tidak profesional, saya kirim uang 1jt ke teman saya melalui barcod, di teransaksi sukses tapi di penerima gk ada uang masuk, saya udah bikin laporan berkali"" tapi gk adah tangapan gimana ini, tolong yg bisa cara refund saldo dana bantu saya",1
"apk dana kok rata"" banyak yg komplain ..dan sy dah terlanjur download... dan isi saldo nya ...setelah baca di kolam komen Ter nyata banyak yg komplain..saya JD kepikiran dgn saldo sy..jangan"" ini apk penipuan...",4
"Untuk Semuanya Jangan Pernah Kalian Download Ini Aplikasi (Dana) Aplikasi Pencuri hati hati, Uang Gua Cuma 63k, Di Curinya, Apalagi Uang Bnyak, Alasannya Pembayaran Itu,Ini lah,. Ane Nya, Tanpa Seizin pula, Pencuri",1
"kenapa tidak bisa download/cetak qris di dana bisnis ya? selalu dialihkan ke pengaturan aplikasi, dan sudah mengikuti segala cara tetap tidak bisa. Qris saya sudah rilis sebulan lebih tapi masih tetap tidak bisa di download/cetak. mohon untuk segera diperbaiki. terima kasih",3
"sudah di transfer tapi uangnya tidak masuk ke akunnya, sudah menggunakan kode tunai tapi malah disuruh download aplikasi dana terlebih dahulu padahal aplikasinya sudah di download. sudah hapus cache dan data, sudar restart hp tapi tetap saja disuruh download dana, sudah seperti menyuruh ikan untuk berenang saja.",1
ini gmna cara login dana nya woy lah? udah nomer hilang ga aktiv malah di suruh krim kode otp apa kurang jls bisa masukan pin dan vrifikasi wajah?? kecewa bnget sumpah mana ada saldonya lagi malah ga bisa masuk.....!!!,1
dengan hormat kepada pihak aplikasi dana tolong secepatnya perbaiki transferan saya knpa bisa pending saya menunggu dari jam 01:30 pagi sampai sekarang Masi pending tolong perbaikannya kepada pihak aplikasi dana dan keluhan saya kepada cs dana nya knpa bisa lambat menerima laporan dan perbaikan nya tolong di perbaiki cs nya terimakasih,1
"aplikasiny bagus mudah di gunakan, tapi cuman di saya tidak ada fitur dana cicilny jadi tolong di tingkatkan lagi supaya ada fitur dana cicilny dan bisa di akses untuk smua pengguna",5
"fitur diananya sangat tidak berguna padahal saya ingin menanyakan apakah proses pergantian nomor bisa dipercepat malah jawabnya hanya diulang""oleh diana sunggu""fitur tidak berguna",1
"sumpah kenapa dah, dana sekarang banyak bug, error dll, padahal dulu bagus ini aku kena bug atau error lagi ga bisa tranfer logo semuanya jadi putih ngeleg, tolong cepet di betulin profesional lah",1
"kalau bisa si, akun dana jangan menganggap VPN dan DNS privat itu virus atau apalah, jadinya rekening tagihan air PDAM saya malah tidak terdeteksi ( ada kendala nih, tunggu sebentar ya dan coba lagi nanti), selain itu fitur dana Alhamdulillah bisa ngebackup pembayaran saya ( entah token listrik, pulsa handphone, dan lain lain)",1
"saldo dana hilang begitu saja, chatt Diana tidak menemukan solusi aneh, bagaimana ini? mau bertanggung jawab apa tidak sudah dua kali kehilangan saldo begitu saja tanpa sebab tanpa sepengetahuan, akun terhubungpun tidak ada sama sekali. riwayat transaksi ada tapi tanpa sepengetahuan. kocak dana, padahal tidak ada yang tau soal pin.",1
adain event ngabuburit dengan beli ke premium 3000 rupiah memang sepele tapi kalau bisa yang amanah udah sesuai dengan keterangan Waktu yang ditentukan ditungguin pengguna saat jam tiba udah habis tolong yang baik agar tidak mengecewakan manusia lain,1
"kenapa harus ada basic dan premium, kalau memang mau memudahkan pengguna ya kasih fitur bagus dan gak usah ada premium.. saya mau upgrade gak bisa terus, alasanya ngehek bgt, ""sedang ada kendala""",1
"padahal saya gak top up atau apapun sama sekali tapi saldo berkurang terus asal saldo 20ribu,terus ada tulisan""sesi telah berakhir""terus disuruh login lagi,pas udah login lagi tiba-tiba saldo sisa 7ribu",3
"kok notifikasi nya lama kli masuk nya tiap ngisi saldo lma kli nunggu nya baru masuk notifikasi ny biasanya lancar"" aja ,akhir"" akhir ini kok jdi lemot,mohon di perbaiki ya secepat nya",3
"maaf saya kasih bintang 1, karena saya pindahin data selalu gagal karena data lama saya hp dan no ya hilang, mau pindahin ke no baru gagal terus, klo ga bisa dipakai lg saya unistall aja dana ya ganti kelain aja ngapain repot repot buat cuman pindah data aja sesulit ini, parah bangat tolong pihak dana diperbaiki aplikasi ya biar ga susah",1
"percuma ada fitur dana cicil tapi tidak bisa di gunakan 👎 , punya saya sudah ada dana cicil tapi pas pembayaran, ""YAH TERJADI KESALAHAN KETIKA MEMBAYAR PAKAI DANA CICIL UNTUK MELANJUTKAN SILAHKAN PILIH METODE PEMBAYARAN LAIN"". giamana coba kalau begitu saya sudah hubungi lewat email lewat DIANA di aplikasi dana langsung tetapi tetep saja tidak di perbaiki saya sudah mohon mohon butuh bantuan ini malah respon nya gak paham.",1
ngebug saya sudah premium tetapi belum bisa transfer antar dana dan tidak bisa membuat dana bisnis saya kasih 3 dulu aplikasinya udah bagus cuman ngebug aja saya sudah tanya ke dana digital assisttant respon nya nggak menyelesaikan masalah nya,3
DANA smakin gk beres.. akun premium tiba2 premiumnya dinonaktifkan... saldo jd nyangkut gk bisa diambil.. proses upgrade premium ulang pun dipersulit mesti tunggu berhari hari dan itupun gagal.. sumpah kapok w pke DANA.. gk bakalan w pake DANA lg.. sdh trlalu byk mslh yg timbul.. tdk nyaman😡😡😡,1
"tolong perbaiki sistem pusat. untuk vermuk gagal terus,sampai sampai akun di suruh tunggu 1×24 jam, untuk mencoba log'in kembali 😭. padahal akun pribadi. fermuk muka sendiri. tapi gagal terus. tolong di perbaiki sistem nya. agar lancar untuk login. terimakasih. mohon segera di perbaiki 🙏🙏🙏",1
"hp saya hilang,lalu saya buat akun lagi dengan nomor baru,teman terlanjur kirim uang ke nomor baru,ternyata uang saya ga bisa diambil atau ditransfer dengan alasan blm diupgrade,semntara ga bisa upgrqde krn ktp saya terhubung dengan akun lama,lalu gimana nasib uang saya???",3
"kenapa akun saya tidak bisa melakukan transaksi uang keluar? untuk pembelian, pembayaran dan transfer? akun dibatasi, tapi menerima transfer uang masuk tidak di batasi, komplain ke customer service hanya di layani bot dan tidak ada solusi, ada apa dengan dana?",1
"apa ini kok saya tidak bisa login ,padahal pin benar dan Selpi benar tapi kok harus pakai kode otp login,,tolong dong saya punya saldo di dana tapi gak bisa login karna perlu kode otp,kartu sudah tidak aktif makanya gak bisa dapat kode,,",1
saya sudah membayar transaksi saya nominal 83 ribu rupiah dan ada notif pembayaran di tolak tapi tiba tiba saldo saya hilang 83k tolong di perbaiki bug atau masalah nya dan KEMBALIKAN UANG SAYA ITU HAK SAYA,1
"tidak ada pertanggungjawaban nya pihak dana atas saldo yang berkurang di akun saya,saya TF qris dana saldo saya sudah berkurang tapi uangnya tidak masuk ke akun dana yang di tuju,nomor akun nya sudah benar dan ada buktinya. malah dipersulit. mana tanggung jawabnya!!! sengaja kasih bintang 5 biar kebaca sama yang lain",5
Ini kenapa ya kirim dana pake qr nggak bisa.katanya haru ugrade ke premium untuk pakei metode ini.padahal kemaren² masi bisa. ini nggak bisa lagi aku kecewa usaha login akun di batasi sangat buruk nomor suda bener pin suda bener tapi pas minta ott lama banget,1
"d bikin kcewa sama aplikasi ini, awal nya bagus gk pernh ulang, skrang malah tiba2 hilang saldo dana saya, dan ada yg WA no gak d knal ngaku dari paylater pdahal sya tdk pernh mnggunakan nya, bner2 rugi saya, tdak aman ada yg bisa msuk k akun dana tnpa ijin dan mngalihkan smua saldo saya k ovo CIMB niaga, ngadu k cs diana prcuma respon nya ngalor ngidul gak jlas, boro2 saldo saya bisa kembali..",2
ini kenapa kalau mau login harus ada kode otp nya kn nomor nya sudah tidak aktif dan saya harap kalau mau login cuman pin sama verifikasi muka aja biar yang nomor nya sudah hilang/tidak aktif gampang masuk,3
"ini aplikasi makin di update visual aplikasi nya makin ngeleg, saya klik fitur kirim aja gk bisa. ada tambahan error baru, tulisan fiturnya jadi ngezoom sendiri ini. klw sampe kayak gini terus saya hapus lama²",1
"pembekuan dana sepihak tanpa ada pemberitahuan dahulu. akun saya di beku kan sudah 20hari, yang pakai dana kalo ada saldo nya usahakan tarik ke bank yang lebih aman. karna jika sudah di beku kan tidak akan langsung bisa di buka. saya sudah mengajukan lebih dari 5x banding tetap tidak ada kejelasan",1
"saya topup shopee pay lewat dana uangnya tidak masuk, padahal uang di dana sudah berkurang. disuruh laporan sudah laporan lebih dari 3 kali tetep tidak ada tindak lanjut. uang tidak kembali. tolong bantu saya uang 381k bagi saya itu besar",3
"saya kecewa saya ingin mengaktifkan fitur dana instan tidak kunjung"" muncul padahal saya sudah banyak transaksi dan juga sudah memiliki dana premium tolong dong min saya lagi butuh banget ini buat bisnis usaha dan saya juga sudah menunggu fitur dana instan ini cukup lama tapi alhasil tak kunjung muncul fitur dana instan tersebut tolong muncul kan fitur dana instan saya, saya tunggu 3 hari lagi kalau tidak di aktifkan fitur nya saya benar"" kecewa karna nunggu lama",3
saya sarankan kepada pihak dana untuk menghapus data-data ktp akun yang sudah di bekukan atau sudak tidak aktif dan tidak di gunakan selama 6 bulan agar ktp yang sudah premium di akun lama bisa di daftarkan ulang di akun baru tanpa harus melakukan pemindahan akun.,5
saya kasih bintang 2 karena aplikasi dana ini eror terus. jaringan 4G full terus. penyimpanan seimbang tapi mau masuk lagih eror lagih setiap mau top up dana eror lagih download lagih pusing tolong di perbaiki langsung secepatnya,2
Mau premium pakai KTP yang sama tidak bisa padahal nomor baru dan saya pun orangnya juga sama tapi tetap saja tidak bisa masuk di handphone yang lain dan juga yang lain punya saya juga. mau kirim uang ke akun dana satu lagi tidak bisa malah harus premium geloooooo lah,1
"mengecewakan untuk sekarang tidak membantu transaksi sama sekali karna saya ngisi E-money di transaksi sudah berhasil namun di e-money belum masuk , di cek berulang kali masih sama saja tetep gak nambah , tanggal 6 Maret 2026 Ndak ada langganan apa apa di cek langganan tetap nggak ada saldo kepotong 67.000",1
"setiap mau login selalu ga Nerima kode nya,udah berkali-kali login tetep ga nerima padahal koneksi bagus tapi selalu ga ada tolong dong di perbaiki lagi",2
"lumayan puas hanya saja, kurang sedikit untuk mengoptimalkan kecepatan tinggi,dalam memproses data transaksi.dan juga tambahkan sedikit bonus setelah transaksi",4
aplikasi nya bagus saat kiita salah kirim bisa di kembalikan uang nya aplikasi yang sangat bagus dan 1 lagi tolong kak kalo ada pembayaran harus isi kata sandi dulu biar otomatis harus kata sandi dulu biar gak ke ulang lagi ❤️❤️❤️❤️,5
"plissss aku mau top up game banyak erro, seperti"" web ini tidak tersedia ""aku udah mengeluarkann uang banyak tolong sistem. untuk top up game di perbaiki mirip free fire sama mobile legend itu aku ga bisa top up",4
"tolong apk nya di perbaiki lgi,masa mau TF harus nunggu 24 jam!!!lgi butuh banget,malah di buat pending,KLO emng gagal TF nya ywdh balikin aja langsung saldonya,ini udh kepotong saldo dibuat pending pula!!TOLONG DIPERBAIKI LGII!!",2
"seharusnya pihak dana bisa mengatasi keluhan para pengguna aplikasinya,sistem otp harus dihilangkan yang penting pin dan vertifikas wajah udah benar,kasihan nomor yang tidak aktif,susah masuk ke akun nya harus ada otp",1
"Ini kenapa ya Dana cicil saya tidak bisa di gunakan ? padahal saya selalu bayar tepat waktu. tapi giliran mau di pakai malah tidak tersedia , limit nya masih ada padahal. kecewa banget. tolong dong jangan bikin kapok dan uninstal aplikasi dana",5
"akun saya sudah sering transaksi dan sudah nunggu selama 30 hari, tetapi masih saja tidak ada fitur dana cicilnya, tolong lah dana jangan pilih"" kalo mau ngasih fitur, padahal nama saya di BI Chek masih bersih",1
"semakin diperbaharui dan semakin di update jadi semakin lemot , lebih bagusan yang dulu , padahal aplikasi dana yang dulu saja udah lemot dan yang sekarang malah tambah lemot , perlu diperbaiki aplikasinya.",1
"Halo tim bantuan DANA, saya ingin melaporkan kendala login pada akun saya. Saat mencoba masuk ke aplikasi, saya sudah memasukkan nomor HP yang terdaftar dan kode OTP yang dikirim oleh sistem dengan benar, namun akun saya tetap tidak bisa diakses. Saya sudah mencoba beberapa kali, memastikan jaringan internet stabil, dan memasukkan kode OTP terbaru, tetapi hasilnya tetap sama. Saat ini terdapat saldo sekitar Rp1.000.000 di akun tersebut sehingga saya khawatir tidak bisa mengakses dana saya.Mohon",1
"bagus. cuman, ada satu hal masukan saya, tolong izinkan pengajuan pengembalian dana saat ada yg salah transfer. Seperti aplikasi Seabank, itu top bangat. karena disana kita bisa mengajukan pengembalian dana✌️",3
"tidak ada solusi, jawabannya enak sekali, kecewa bangett, mau ganti nomor yg lama dengan yg baru tidak bisa, padhal nomor yg lama sudah hangus tetapi jika di tf masih masuk aja.. tidak bisa melakukan pengembalian dana",1
Dikasih bintang 3 soalnya uang yang ada di dana berkurang sendiri padahal ga dipake apa apa di transaksi juga ga ada riwayat transaksi Bahkan punya suami saya juga kek gitu tolong bukan masalah nominal tapi pertanggung jawabannya,3
"hai dana, kenapa dana saat ini tidak dapat mencetak dan mengunduh qris toko? ketika ingin mengunduh selalu di alihkan ke pengaturan, sedangkan semua izin telah di berikan tidak ada izin di tolak.!!!",5
kurang bagus saya aja mendaftar akun Danamon gak bisa bisa Cok udah satu bulan lebih GK bisa bisa kurang bagus aplikasi ini bintang 2 ajadan kenapa akun dana saya belum muncul jugk dana cicil nya padahal saya sudah melakukan yg di minta sudah satu bulan lebih saya tunggu belum muncul jugk saya ada bukti transaksi saya,2
"sangat nyaman, namun aku pernah teledor salah kirim saldo dana ke teman nomornya sudah tidak aktif, dan sampai sekarang belum juga kembali udah ngajuin syarat lewat email namun belum juga terjawab. mohon untuk kasus yang sama jangan berbelit belit persyaratan nya, biar gak waswas yang kirim uang",4
"uang saya tiba-tiba diambil mansa limited, padahal sama sekali ngga pernah berlangganan , dilihat akun terhubung cuma ada netflix ngga ada mansa limited, proteksi aplikasinya ga aman, culun,padahal saya udah pake aplikasi ini dari 5 tahun lalu, tapi aplikasi ini ngga ada cara buat solusi menyelesaikannya, udah pake customer service juga ga bisa bantu, aplikasi bodoh",1
setiap mau melakukan pembayaran game sudah ada tulisan berhasil tapi setelah keluar dari pembayaran muncul notif transaksi gagal terus udh diulangin berkali kali,1
"setiap login di prangkat saya ga bisa, dengan keterangan akun di bekukan, tapi login pakai hp yg lain bisa, begitu juga sebalik nya login akun orang lain pakai prangkat saya juga bisa, itu kenapa ya sudah, hapus instal ulang berkali kali tetap ga bisa,",5
kenapa sih sejak diupdate jadi begini. saya buru2 mau bayar pake qris. tetapi malah muncul tulisan saat ini fitur tidak bisa digunakan. mau transfer juga ga bisa. mau live chat tanya dianajuga ga bisa. padahal jaringan bagus.,1
"Semua nya ok, sejauh ini pakai aman, tapi yg ga oke itu layanan pengaduannya, harus berapa lama nunggu antriannya, kalau kelwat harus jelasin ulang kronologi dan nggu lagi, kan bisa di respon aja dulu custemernya ga semua org punya waktu banyak buat nunggu antriannya",4
kenapa aplikasi dana sekarang jelek sekali saya habis top up e walet dari bca ke dana notofikasi di bca bahwa uangnya sudah masuk ke dana akan tetapi di dana tidak ada notofikasi dan saldonya tidak masuk sama sekali saya sudah ngalamin 2 kali tolong perbaiki sistem nya karena saya sudah kehilangan saldo saya 2 kali,1
"Bodoh, Kendala penghapusan akun dana karena nomer sudah tidak aktif. namun kode OTP dikirimkan melalui SMS, Gimana cara dapat kode OTP yg dikirimkan? sementara kartu yang digunakan sudah tidak aktif. aneh",1
"Tolong Donk Pihak DANA yang Terhormat, Saya Top Up Game 2x gak Masuk Masuk Di Akun DANA. Ini Gimana Solusinya. Bukan Masalah Nominalnya Tapi Kebijakannya Kok Sering Banget Gak Masuk Uangnya Tapi Saldo Kepotong.",1
